"cancer","year","sex","race","stage","age","summary_interval","starting_count","net_relative","net_rel_cum_cis_lower","net_rel_cum_cis_upper"
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","0 mo",608,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","12 mo",608,61.7,57.5,65.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","24 mo",608,58.7,54.3,62.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","36 mo",608,55.7,51.1,60.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","48 mo",608,53.9,49,58.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","60 mo",608,52.3,47.1,57.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","72 mo",608,49.2,43.7,54.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","84 mo",608,47.4,41.5,53
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","96 mo",608,44.3,38.1,50.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","108 mo",608,42.2,35.6,48.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","late",">65","120 mo",608,41.4,34.5,48.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","0 mo",340,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","12 mo",340,86.3,82,89.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","24 mo",340,82.4,77.6,86.3
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","36 mo",340,80.2,74.9,84.4
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","48 mo",340,79,73.5,83.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","60 mo",340,76.9,71.2,81.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","72 mo",340,75.6,69.4,80.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","84 mo",340,73.5,66.9,79
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","96 mo",340,72.6,65.8,78.3
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","108 mo",340,71.6,64.6,77.5
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","all ages","120 mo",340,70.8,63.7,76.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","0 mo",251,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","12 mo",251,95.1,91.4,97.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","24 mo",251,91.2,86.8,94.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","36 mo",251,91,86.4,94.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","48 mo",251,90,85.1,93.3
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","60 mo",251,88.2,83,91.9
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","72 mo",251,86.8,81.2,90.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","84 mo",251,85.5,79.7,89.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","96 mo",251,85.3,79.4,89.7
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","108 mo",251,84.6,78.5,89.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged","<65","120 mo",251,84.5,78.2,89.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","0 mo",89,100,NA,NA
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","12 mo",89,61.7,50.2,71.3
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","24 mo",89,57.5,45.2,68
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","36 mo",89,49.5,36.9,60.8
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","48 mo",89,48,34.8,60
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","60 mo",89,45.3,32,57.6
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","72 mo",89,43.5,28.9,57.2
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","84 mo",89,39.2,24.1,54
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","96 mo",89,35.7,20.4,51.3
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","108 mo",89,33.2,18.1,49.1
"Hodgkin lymphoma","2000-2018","all sexes","all races","unstaged",">65","120 mo",89,29.8,15.3,45.8
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","0 mo",3343,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","12 mo",3343,91.9,90.9,92.8
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","24 mo",3343,89.6,88.5,90.7
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","36 mo",3343,87.5,86.2,88.7
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","48 mo",3343,86.2,84.8,87.5
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","60 mo",3343,85.3,83.8,86.7
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","72 mo",3343,84.4,82.9,85.9
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","84 mo",3343,83.4,81.7,85
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","96 mo",3343,82.4,80.6,84.1
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","108 mo",3343,81.5,79.6,83.3
"Hodgkin lymphoma","2000-2018","male","white","invasive","all ages","120 mo",3343,80.8,78.8,82.7
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","0 mo",2784,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","12 mo",2784,97.1,96.4,97.7
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","24 mo",2784,95.3,94.4,96.1
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","36 mo",2784,93.3,92.2,94.3
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","48 mo",2784,92.2,91,93.3
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","60 mo",2784,91.5,90.2,92.6
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","72 mo",2784,90.8,89.4,92
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","84 mo",2784,90.1,88.7,91.4
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","96 mo",2784,89.4,87.9,90.7
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","108 mo",2784,88.9,87.3,90.3
"Hodgkin lymphoma","2000-2018","male","white","invasive","<65","120 mo",2784,88,86.3,89.5
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","0 mo",559,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","12 mo",559,66.1,61.7,70.1
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","24 mo",559,61.6,56.9,65.9
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","36 mo",559,58.7,53.8,63.4
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","48 mo",559,56.3,51.1,61.2
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","60 mo",559,54.4,48.8,59.6
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","72 mo",559,52,46,57.6
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","84 mo",559,49.2,42.9,55.2
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","96 mo",559,46.9,39.9,53.5
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","108 mo",559,44.4,37,51.4
"Hodgkin lymphoma","2000-2018","male","white","invasive",">65","120 mo",559,44.2,36.6,51.6
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","0 mo",1745,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","12 mo",1745,96.4,95.3,97.3
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","24 mo",1745,94.6,93.2,95.7
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","36 mo",1745,93,91.4,94.3
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","48 mo",1745,92.2,90.5,93.6
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","60 mo",1745,91.6,89.8,93.1
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","72 mo",1745,91,89,92.6
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","84 mo",1745,90.2,88.1,92
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","96 mo",1745,89.6,87.3,91.5
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","108 mo",1745,88.7,86.3,90.8
"Hodgkin lymphoma","2000-2018","male","white","early","all ages","120 mo",1745,88.3,85.7,90.5
"Hodgkin lymphoma","2000-2018","male","white","early","<65","0 mo",1527,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","early","<65","12 mo",1527,98.8,98,99.3
"Hodgkin lymphoma","2000-2018","male","white","early","<65","24 mo",1527,97.9,96.8,98.5
"Hodgkin lymphoma","2000-2018","male","white","early","<65","36 mo",1527,96.3,95,97.2
"Hodgkin lymphoma","2000-2018","male","white","early","<65","48 mo",1527,95.8,94.4,96.8
"Hodgkin lymphoma","2000-2018","male","white","early","<65","60 mo",1527,95.4,93.9,96.5
"Hodgkin lymphoma","2000-2018","male","white","early","<65","72 mo",1527,94.7,93.1,95.9
"Hodgkin lymphoma","2000-2018","male","white","early","<65","84 mo",1527,94.3,92.6,95.6
"Hodgkin lymphoma","2000-2018","male","white","early","<65","96 mo",1527,93.7,91.9,95.2
"Hodgkin lymphoma","2000-2018","male","white","early","<65","108 mo",1527,93.6,91.7,95
"Hodgkin lymphoma","2000-2018","male","white","early","<65","120 mo",1527,92.9,90.9,94.6
"Hodgkin lymphoma","2000-2018","male","white","early",">65","0 mo",218,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","early",">65","12 mo",218,79.9,73.2,85.1
"Hodgkin lymphoma","2000-2018","male","white","early",">65","24 mo",218,71.3,63.7,77.5
"Hodgkin lymphoma","2000-2018","male","white","early",">65","36 mo",218,69.8,61.6,76.6
"Hodgkin lymphoma","2000-2018","male","white","early",">65","48 mo",218,66.4,57.8,73.7
"Hodgkin lymphoma","2000-2018","male","white","early",">65","60 mo",218,64.9,55.3,73
"Hodgkin lymphoma","2000-2018","male","white","early",">65","72 mo",218,64.4,54,72.9
"Hodgkin lymphoma","2000-2018","male","white","early",">65","84 mo",218,60.5,49.3,70.1
"Hodgkin lymphoma","2000-2018","male","white","early",">65","96 mo",218,58.7,46.9,68.8
"Hodgkin lymphoma","2000-2018","male","white","early",">65","108 mo",218,54.2,41.4,65.4
"Hodgkin lymphoma","2000-2018","male","white","early",">65","120 mo",218,54.2,41.4,65.4
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","0 mo",1424,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","12 mo",1424,86.9,85,88.6
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","24 mo",1424,84.3,82.2,86.2
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","36 mo",1424,81.6,79.3,83.7
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","48 mo",1424,79.3,76.8,81.6
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","60 mo",1424,77.9,75.2,80.2
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","72 mo",1424,76.7,74,79.2
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","84 mo",1424,75.4,72.4,78
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","96 mo",1424,73.9,70.7,76.8
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","108 mo",1424,72.9,69.6,76
"Hodgkin lymphoma","2000-2018","male","white","late","all ages","120 mo",1424,71.8,68.3,74.9
"Hodgkin lymphoma","2000-2018","male","white","late","<65","0 mo",1126,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","late","<65","12 mo",1126,94.8,93.3,96
"Hodgkin lymphoma","2000-2018","male","white","late","<65","24 mo",1126,92,90.1,93.5
"Hodgkin lymphoma","2000-2018","male","white","late","<65","36 mo",1126,89.3,87.2,91.1
"Hodgkin lymphoma","2000-2018","male","white","late","<65","48 mo",1126,87.1,84.7,89.1
"Hodgkin lymphoma","2000-2018","male","white","late","<65","60 mo",1126,85.9,83.5,88
"Hodgkin lymphoma","2000-2018","male","white","late","<65","72 mo",1126,85.1,82.6,87.4
"Hodgkin lymphoma","2000-2018","male","white","late","<65","84 mo",1126,84.3,81.6,86.6
"Hodgkin lymphoma","2000-2018","male","white","late","<65","96 mo",1126,83.2,80.4,85.7
"Hodgkin lymphoma","2000-2018","male","white","late","<65","108 mo",1126,82.2,79.2,84.8
"Hodgkin lymphoma","2000-2018","male","white","late","<65","120 mo",1126,80.8,77.5,83.6
"Hodgkin lymphoma","2000-2018","male","white","late",">65","0 mo",298,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","late",">65","12 mo",298,57,50.9,62.7
"Hodgkin lymphoma","2000-2018","male","white","late",">65","24 mo",298,55.4,49.1,61.4
"Hodgkin lymphoma","2000-2018","male","white","late",">65","36 mo",298,52.1,45.6,58.2
"Hodgkin lymphoma","2000-2018","male","white","late",">65","48 mo",298,50,43,56.5
"Hodgkin lymphoma","2000-2018","male","white","late",">65","60 mo",298,47.3,40,54.3
"Hodgkin lymphoma","2000-2018","male","white","late",">65","72 mo",298,44.3,36.7,51.6
"Hodgkin lymphoma","2000-2018","male","white","late",">65","84 mo",298,41.5,33.2,49.6
"Hodgkin lymphoma","2000-2018","male","white","late",">65","96 mo",298,38.2,29.3,47
"Hodgkin lymphoma","2000-2018","male","white","late",">65","108 mo",298,37.2,28.3,46
"Hodgkin lymphoma","2000-2018","male","white","late",">65","120 mo",298,37,27.6,46.4
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","0 mo",174,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","12 mo",174,86.9,80.6,91.3
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","24 mo",174,83.6,76.6,88.7
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","36 mo",174,80.7,73,86.4
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","48 mo",174,80.7,73,86.4
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","60 mo",174,80.7,73,86.4
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","72 mo",174,78.8,69.6,85.5
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","84 mo",174,77.7,68.2,84.6
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","96 mo",174,76.3,66.3,83.8
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","108 mo",174,75.2,65,82.8
"Hodgkin lymphoma","2000-2018","male","white","unstaged","all ages","120 mo",174,74.5,64.2,82.3
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","0 mo",131,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","12 mo",131,96.3,91.1,98.5
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","24 mo",131,93.6,87.4,96.8
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","36 mo",131,92.9,86.4,96.4
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","48 mo",131,92.9,86.4,96.4
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","60 mo",131,92.6,85.5,96.3
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","72 mo",131,91.3,83.4,95.5
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","84 mo",131,89.4,81,94.3
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","96 mo",131,88.8,80.1,93.8
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","108 mo",131,87,77.8,92.6
"Hodgkin lymphoma","2000-2018","male","white","unstaged","<65","120 mo",131,87,77.8,92.6
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","0 mo",43,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","12 mo",43,57.9,41.1,71.5
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","24 mo",43,53.1,35.4,68
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","36 mo",43,43.5,26.1,59.8
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","48 mo",43,43.5,26.1,59.8
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","60 mo",43,43.5,26.1,59.8
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","72 mo",43,39.7,18.6,60.2
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","84 mo",43,39.7,18.6,60.2
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","96 mo",43,37.5,14.6,60.6
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","108 mo",43,37.5,14.6,60.6
"Hodgkin lymphoma","2000-2018","male","white","unstaged",">65","120 mo",43,35.1,12.7,58.8
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","0 mo",363,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","12 mo",363,88.2,84.3,91.2
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","24 mo",363,85.7,81.5,89.1
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","36 mo",363,83.9,79.4,87.6
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","48 mo",363,81.9,77.1,85.8
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","60 mo",363,80.5,75.4,84.6
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","72 mo",363,79,73.5,83.4
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","84 mo",363,78.6,73,83.2
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","96 mo",363,77.8,71.9,82.6
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","108 mo",363,77.4,71.2,82.4
"Hodgkin lymphoma","2000-2018","male","black","invasive","all ages","120 mo",363,77.4,71.2,82.4
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","0 mo",338,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","12 mo",338,90.4,86.6,93.1
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","24 mo",338,87.5,83.3,90.7
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","36 mo",338,85.3,80.8,88.9
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","48 mo",338,83.5,78.6,87.3
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","60 mo",338,82.2,77.2,86.3
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","72 mo",338,80.9,75.5,85.1
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","84 mo",338,80.3,74.7,84.7
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","96 mo",338,80,74.4,84.5
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","108 mo",338,80,74.4,84.5
"Hodgkin lymphoma","2000-2018","male","black","invasive","<65","120 mo",338,80,74.4,84.5
"Hodgkin lymphoma","2000-2018","male","black","invasive",">65","0 mo",25,100,NA,NA
"Hodgkin lymphoma","2000-2018","male","black","invasive",">65","12 mo",25,57.8,35.6,74.8
"Hodgkin lymphoma","2000-2018","male","black","invasive",">65","24 mo",25,57.8,35.6,74.8
"Hodgkin lymphoma","2000-2018","male","black","invasive",">65","36 mo",25,57.8,35.6,74.8
"Hodgkin lymphoma","2000-2018","male","black","invasive",">65","48 mo",25,57.8,35.6,74.8
"Hodgkin lymphoma","2000-2018","male","black","invasive",">65","60 mo",25,55.8,27.3,76.9
"Hodgkin lymphoma","2000-2018","male","black","invasive",">65","72 mo",25,52.2,21.1,76.2
